VideoID,Title,Publish_Date,Publish_Time,Day_of_the_week,Hour_of_the_day,Views,Likes,Dislikes,Comments,Engagement Rate,
MEoxU-NuxuM,Solving Mathematical Expression in MATLAB | MATLAB for Beginners in Hindi,18-11-2018,08:25:17,Sunday,8.00,88724.00,1254.00,0.00,9.00,125400.00%,
J063UGG_4Ro,#7 String in Python - Python Tutorial for Beginners,18-11-2018,10:38:26,Sunday,10.00,3099.00,65.00,0.00,2.00,6500.00%,
xolw0uirD8I,#8 Break & Continue Statement - Python Tutorial for Beginners,19-11-2018,14:25:10,Monday,14.00,5234.00,109.00,0.00,2.00,10900.00%,
BIYHslj5BxE,Plotting Graph in MATLAB | MATLAB Plotting Graph | MATLAB Tutorial for Beginners in Hindi,20-11-2018,13:50:41,Tuesday,13.00,119153.00,1514.00,0.00,17.00,151400.00%,
dRPIFOxxVm4,#9 Python Tutorial for Beginners - 20+ Python Built-in Functions,21-11-2018,08:25:17,Wednesday,8.00,4035.00,65.00,0.00,1.00,6500.00%,
p7QsdJI2Ftg,Sinusoidal Signal Generation & M-file in MATLAB | MATLAB Tutorial for Beginners in Hindi,22-11-2018,10:38:26,Thursday,10.00,73694.00,1036.00,0.00,9.00,103600.00%,
sjqauSJueu0,"#11 Python String Functions (Capitalize, Count, Index) - Python Tutorial for Beginners",22-11-2018,14:25:10,Thursday,14.00,4411.00,61.00,0.00,2.00,6100.00%,
Rbx82rIa50o,#12 Slicing & Iterating of list in Python  - Python Programming Tutorials for Beginners,23-11-2018,13:50:41,Friday,13.00,3860.00,72.00,0.00,2.00,7200.00%,
0F59H7-uAuY,Plotting Two Signals on one graph using MATLAB | MATLAB Tutorial for Beginners in Hindi,24-11-2018,08:25:17,Saturday,8.00,51119.00,611.00,0.00,3.00,61100.00%,
e6znZGm1xCI,#13 Python list Built-In Function - Python Programming tutorials for Beginners,24-11-2018,10:38:26,Saturday,10.00,2310.00,28.00,0.00,2.00,2800.00%,
Zms0O9ecbDo,What is Google Analytics | learn Google Analytics | Google Analytics for Beginners in Hindi,25-11-2018,14:25:10,Sunday,14.00,9638.00,113.00,0.00,7.00,11300.00%,
coxRG0edJ34,"#14 List Methods (append, extend, insert)  in Python - Python Programming tutorials",26-11-2018,13:50:41,Monday,13.00,94222.00,1601.00,0.00,23.00,160100.00%,
lGo57hLr8Ls,Subplot in MATLAB | Use of Subplot on Graph in MATLAB | MATLAB Tutorial for Beginners in Hindi,26-11-2018,08:25:17,Monday,8.00,48863.00,699.00,0.00,7.00,69900.00%,
ZuMwbhLgw0A,"#15 List Methods ( Remove, Pop, Clear) in Python -  Python Tutorials for Beginners",26-11-2018,10:38:26,Monday,10.00,31566.00,629.00,0.00,16.00,62900.00%,
T9Nu3UrNWew,#16 Dictionary in Python - Python Tutorials for Beginners,27-11-2018,14:25:10,Tuesday,14.00,2143.00,43.00,0.00,2.00,4300.00%,
ADTFQsZoVOY,Specify Line Style on Graph in MATLAB | Line Graph in MATLAB | MATLAB Tutorial for Beginners,28-11-2018,13:50:41,Wednesday,13.00,32571.00,454.00,0.00,3.00,45400.00%,
8nwZuZEkBzc,"#17 Dictionary Method (Clear, items, popitem, keys, values) in Python - Python Tutorials",28-11-2018,08:25:17,Wednesday,8.00,18430.00,409.00,0.00,15.00,40900.00%,
vm7asZzeAq8,#18 Iterating in Dictionary  - Python Tutorials for Beginners,29-11-2018,10:38:26,Thursday,10.00,1547.00,29.00,0.00,1.00,2900.00%,
l8wQcGOqGSo,Specify Colors & Markers in MATLAB | Line Graph in MATLAB | MATLAB Tutorial for Beginners in Hindi,30-11-2018,14:25:10,Friday,14.00,27892.00,402.00,0.00,2.00,40200.00%,
jVHUrUh_OvM,#19 Tuples in Python -  Python Tutorials for Beginners,30-11-2018,13:50:41,Friday,13.00,2805.00,72.00,0.00,2.00,7200.00%,
oaOFO7Sq1Sc,C Introduction | Classification of  C Programming |  C Programming  Basics | C Programming tutorials,30-11-2018,08:25:17,Friday,8.00,21047.00,504.00,0.00,33.00,50400.00%,
lWlGlm2UNNk,#20 Change Set in Python - Python Tutorials for Beginners,01-12-2018,10:38:26,Saturday,10.00,1452.00,45.00,0.00,1.00,4500.00%,
_9tbK3SfU7I,Logical Operator in MATLAB | MATLAB Logical Operator | MATLAB Tutorial for Beginners in Hindi,02-12-2018,14:25:10,Sunday,14.00,33086.00,457.00,0.00,3.00,45700.00%,
y-i7KPlK5KY,#21 Python Set Operations - Python Tutorials for Beginners,02-12-2018,13:50:41,Sunday,13.00,3141.00,76.00,0.00,4.00,7600.00%,
RgkC3y2p8tY,Identifiers & Keywords in C Language | Floating Point Constant in C | C Programming tutorial,03-12-2018,08:25:17,Monday,8.00,6190.00,132.00,0.00,13.00,13200.00%,
VXl876tIzw0,"#22 Set Method (add, clear, pop) Functions in Python - Python Tutorials for Beginners",03-12-2018,10:38:26,Monday,10.00,3091.00,53.00,0.00,5.00,5300.00%,
4TWd_a55TYc,Relational Operator in MATLAB | MATLAB Relational Operator | MATLAB Tutorial for Beginners in Hindi,04-12-2018,14:25:10,Tuesday,14.00,24895.00,387.00,0.00,4.00,38700.00%,
JIlmd_MH0Ak,#23 Types of Functions in Python - Python Programming Tutorial for Beginners,04-12-2018,13:50:41,Tuesday,13.00,41362.00,1039.00,0.00,10.00,103900.00%,
bgGW8gz9dLw,#24 Return Statement - Function Argument in python - how to call function in python,05-12-2018,08:25:17,Wednesday,8.00,20048.00,347.00,0.00,5.00,34700.00%,
DOjG1SyurrA,Data Types in C Language | Primary & Derived Data Type | C Programming Tutorials,05-12-2018,10:38:26,Wednesday,10.00,7972.00,154.00,0.00,7.00,15400.00%,
kIEsOGXilo4,How to Generate & Plot Unit Step Sequence in MATLAB | Matlab Tutorial for Beginner,06-12-2018,14:25:10,Thursday,14.00,49122.00,517.00,0.00,4.00,51700.00%,
0znBn8IJaaU,#25 Local & Global Variables in  Python - Python Tutorials for Beginners,06-12-2018,13:50:41,Thursday,13.00,15110.00,299.00,0.00,5.00,29900.00%,
MDhCRplfY9E,#26 What is Modules in Python - Python Tutorials for Beginners,07-12-2018,08:25:17,Friday,8.00,56124.00,1330.00,0.00,31.00,133000.00%,
5dYjH56VsEY,How to Generate & Plot Impulse Signal in MATLAB | Learn MATLAB Programming in Hindi,08-12-2018,10:38:26,Saturday,10.00,24282.00,292.00,0.00,4.00,29200.00%,
NWw4TEiK0W0,#27 Python OOP’S Concepts - Python Tutorials for Beginners,08-12-2018,14:25:10,Saturday,14.00,3662.00,68.00,0.00,4.00,6800.00%,
be94Y55xNPI,"Operator in C | Arithmetic, Relational & Logical Operator- Part 1 | C Programming Tutorial",08-12-2018,13:50:41,Saturday,13.00,6469.00,154.00,0.00,8.00,15400.00%,
umk6HsZh5Lk,#32 Constructor in Python - Attributes and Methods in- Python python tutorials for beginners,09-12-2018,08:25:17,Sunday,8.00,5868.00,88.00,0.00,6.00,8800.00%,
229ml7CxY80,Digital Marketing App in Hindi | SEO Interview & Quiz Questions | Google Analytics & Search Console,09-12-2018,10:38:26,Sunday,10.00,28333.00,187.00,0.00,9.00,18700.00%,
xlXCqRSC62U,How to Generate & Plot Ramp Signal in MATLAB | MATLAB Tutorial for Beginners,10-12-2018,14:25:10,Monday,14.00,23992.00,226.00,0.00,1.00,22600.00%,
iaAP70fjXRM,#28 Inheritance in Python with Example - Python Tutorials for Beginners,10-12-2018,13:50:41,Monday,13.00,6131.00,127.00,0.00,4.00,12700.00%,
ZZsRkB2NSxo,#29 Types of Inheritance in Python - Python Tutorial for  Beginners,11-12-2018,08:25:17,Tuesday,8.00,4331.00,85.00,0.00,1.00,8500.00%,
yfo9mkQebtk,How to Generate & Plot Straight Line in MATLAB | MATLAB Tutorial for Beginners in Hindi,12-12-2018,10:38:26,Wednesday,10.00,19431.00,258.00,0.00,1.00,25800.00%,
uQeZheF3ndU,#30 Multiple Inheritance in Python - Python Tutorial for Beginners,12-12-2018,14:25:10,Wednesday,14.00,1792.00,31.00,0.00,1.00,3100.00%,
Hmg2NGQq2h8,#31 Polymorphism in Python - Python Tutorial for Beginners,13-12-2018,13:50:41,Thursday,13.00,17336.00,293.00,0.00,7.00,29300.00%,
jI65UwN76TE,How to Generate & Plot Complex Exponential Signal Graph in MATLAB  | MATLAB Tutorial for Beginners,14-12-2018,08:25:17,Friday,8.00,23986.00,252.00,0.00,2.00,25200.00%,
0oaPEq5bfNk,#33Encapsulation in Python - Python Tutorial for Beginners,14-12-2018,10:38:26,Friday,10.00,6189.00,123.00,0.00,1.00,12300.00%,
dnrVjTiRDuA,#34 Exception Handling in Python - Python Tutorial for Beginners,15-12-2018,14:25:10,Saturday,14.00,1598.00,33.00,0.00,3.00,3300.00%,
L7oXpOWo7-Q,How to Generate & Plot SAWTOOTH WAVE | MATLAB Tutorial for Beginners,16-12-2018,13:50:41,Sunday,13.00,22844.00,251.00,0.00,8.00,25100.00%,
yDi7Aq3Nros,#35 Built-In Exception in Python - Python Tutorial for Beginners,16-12-2018,08:25:17,Sunday,8.00,3998.00,75.00,0.00,1.00,7500.00%,
13Ok5L3vXvA,#36 Name Error & Key Error Exception in Python - Python Tutorials for Beginners,17-12-2018,10:38:26,Monday,10.00,7124.00,73.00,0.00,6.00,7300.00%,
TOBRMDqDHFo,Conditional Statement & Decision Making in C Language | Part 1 | C Programming Tutorial,17-12-2018,14:25:10,Monday,14.00,3539.00,77.00,0.00,1.00,7700.00%,
BIslCnQE3fw,Generate & Plot Square wave in MATLAB | MATLAB Tutorial for Beginners in Hindi,18-12-2018,13:50:41,Tuesday,13.00,19932.00,192.00,0.00,4.00,19200.00%,
ZPlWFaO0fyk,#37 File Handling in Python - Python Tutorial for Beginners,18-12-2018,08:25:17,Tuesday,8.00,6208.00,126.00,0.00,5.00,12600.00%,
l8gO1PBWjwk,Assignment Operator & Conditional Operator - Part 2 | C Programming Tutorial,18-12-2018,10:38:26,Tuesday,10.00,2456.00,59.00,0.00,0.00,5900.00%,
y9jxhvpht-A,#38 Read & Write a Files in Python- Python Tutorial for Beginners,19-12-2018,14:25:10,Wednesday,14.00,10791.00,185.00,0.00,3.00,18500.00%,
5NAh5yK8kl0,Introduction of Machine Learning | Applications of Machine Learning | Learn Machine Learning,19-12-2018,13:50:41,Wednesday,13.00,7693.00,124.00,0.00,1.00,12400.00%,
BnKaiQiaiyc,Bitwise Operator in C - Part 3 | what is Bitwise Operator | C Programming Tutorial,19-12-2018,08:25:17,Wednesday,8.00,1795.00,53.00,0.00,2.00,5300.00%,
pGwvpwT7fho,Generate & Plot Triangular wave | MATLAB Tutorial for Beginners in Hindi,20-12-2018,10:38:26,Thursday,10.00,19836.00,202.00,0.00,9.00,20200.00%,
OPzQCjG6ytw,#39 File Handling using Pickle in Python - Python Tutorial for Beginners,20-12-2018,14:25:10,Thursday,14.00,2850.00,53.00,0.00,2.00,5300.00%,
R1bLngNBWlM,#40 Pickle library Load () Method in File Handling - Python Tutorial for Beginners,21-12-2018,13:50:41,Friday,13.00,1362.00,17.00,0.00,1.00,1700.00%,
VA8iSSOPDjc,C Programming MCQ for GATE Exam Part 2 | C language Questions and Answers | C Programming Tutorials,21-12-2018,08:25:17,Friday,8.00,1983.00,53.00,0.00,4.00,5300.00%,
T-EEU3EEmmA,Addition of Two Continuous Signals in Matlab | Plot Two Continuous Signal in MATLAB,22-12-2018,10:38:26,Saturday,10.00,23421.00,239.00,0.00,6.00,23900.00%,
C_W2zqWkvg0,#41 Python String Format - Python Tutorial for Beginners,22-12-2018,14:25:10,Saturday,14.00,853.00,21.00,0.00,1.00,2100.00%,
msbTmn6Oj7c,Decision Making & Conditional Statement in C Language Part - 2 | C Programming Tutorial,22-12-2018,13:50:41,Saturday,13.00,1576.00,41.00,0.00,0.00,4100.00%,
_4_39jwjQfU,#42 SQLite Database Tutorials - Python Database Tutorial for Beginners,23-12-2018,08:25:17,Sunday,8.00,27521.00,507.00,0.00,6.00,50700.00%,
g9EQOYZREU0,Decision Making and Conditional Statement Q&A |C Programming MCQ for GATE Exam Part -1 | C Basic,23-12-2018,10:38:26,Sunday,10.00,2121.00,48.00,0.00,1.00,4800.00%,
ZCmtfDgVRPU,Subtraction of Two Continuous Signal | Two continuous Signal | MATLAB Tutorial for Beginners,24-12-2018,14:25:10,Monday,14.00,9395.00,220.00,0.00,3.00,22000.00%,
taD85NavAn8,#43 SQLite SELECT Query - Python Database Tutorial for Beginners,24-12-2018,13:50:41,Monday,13.00,5051.00,85.00,0.00,2.00,8500.00%,
iKO0s6VnWFE,Decision Making and Conditional Statement Q&A | C Programming Question for GATE Exam Part - 2,24-12-2018,08:25:17,Monday,8.00,1083.00,32.00,0.00,1.00,3200.00%,
2ZjMU8_xfRc,SQLite DELETE Query | Python SQLite | Python Database Tutorial for Beginners in Hindi,25-12-2018,10:38:26,Tuesday,10.00,808.00,13.00,0.00,2.00,1300.00%,
aUPj2eEh39Y,Loops in C Programming | Types of Loop in C | For Loop in C Language | C Programming Tutorials,25-12-2018,14:25:10,Tuesday,14.00,3025.00,79.00,0.00,2.00,7900.00%,
yTYMCjF2M28,Generate & Plot Exponentially Decaying Sinusoidal Signal | MATLAB Tutorial for Beginners in Hindi,26-12-2018,13:50:41,Wednesday,13.00,12685.00,138.00,0.00,3.00,13800.00%,
whqEdWvEDYM,#44 SQLite UPDATE Query - Python Database Tutorial for Beginners,26-12-2018,08:25:17,Wednesday,8.00,2986.00,30.00,0.00,3.00,3000.00%,
M-mBPSUVYqU,while & do while loop in c programming | Loops in C Programming | C programming Tutorals,26-12-2018,10:38:26,Wednesday,10.00,1084.00,33.00,0.00,0.00,3300.00%,
NnVkKdr4PKg,C While  & Do while  Loop Questions and Answers Part -1|C Programming MCQ for GATE Exam,27-12-2018,14:25:10,Thursday,14.00,11513.00,232.00,0.00,5.00,23200.00%,
IeHxe9UnyTw,Exponentially Growing & Increasing Signal | MATLAB Tutorial for Beginners,28-12-2018,13:50:41,Friday,13.00,8146.00,120.00,0.00,2.00,12000.00%,
VFb6rJY6i80,C While & Do while Loop Questions and Answers Part -2 | C Programming MCQ for GATE Exam,28-12-2018,08:25:17,Friday,8.00,2994.00,74.00,0.00,3.00,7400.00%,
qEilhMvaXJE,How to Generate Random Signal in MATLAB | MATLAB Tutorial for Beginners,30-12-2018,10:38:26,Sunday,10.00,14702.00,137.00,0.00,1.00,13700.00%,
po3eY-gnhTM,Switch Case Statement in C | C - switch statement | C Programming Tutorial,30-12-2018,14:25:10,Sunday,14.00,869.00,25.00,0.00,2.00,2500.00%,
#NAME?,Rules of Using Switch Case Statement | Switch Case Tutorial | C ProgrammingTutorial,31-12-2018,13:50:41,Monday,13.00,1794.00,42.00,0.00,2.00,4200.00%,
7k2uIyrBkeM,How to Generate Random Binary Signal | MATLAB Tutorial for Beginners,01-01-2019,08:25:17,Tuesday,8.00,17125.00,150.00,0.00,3.00,15000.00%,
mlU8ny5_L5o,Python NumPy Tutorial | NumPy Array | Machine Learning With Python | Machine Learning Tutorial,01-01-2019,10:38:26,Tuesday,10.00,1310.00,28.00,0.00,0.00,2800.00%,
mRw0jdRTXyQ,What is Array? | Array in C Programming | array in Hindi | C ProgrammingTutorial,01-01-2019,14:25:10,Tuesday,14.00,2534.00,63.00,0.00,3.00,6300.00%,
VgONsOtEuZw,Declaration & Initialization of 1-D Array | One Dimensional Array | Array in c | learn C language,02-01-2019,13:50:41,Wednesday,13.00,14719.00,244.00,0.00,6.00,24400.00%,
wM8EiKOx888,Generate Random Signal of Particular Length | Random Sequence in MATLAB |  MATLAB Tutorial in Hindi,03-01-2019,08:25:17,Thursday,8.00,9640.00,104.00,0.00,2.00,10400.00%,
xlpvX0oSDW8,2-D Array in C Programming | Introduction to Two-Dimensional (2D) Arrays | C programming Tutorials,03-01-2019,10:38:26,Thursday,10.00,1548.00,40.00,0.00,0.00,4000.00%,
#NAME?,Declaration & Initialization of 2-D Array | 2-D Array in C Programming | C Programming Tutorial,04-01-2019,14:25:10,Friday,14.00,2549.00,62.00,0.00,3.00,6200.00%,
1arI0xDRz40,Auto Correlation in MATLAB | Auto Correlation Function | MATLAB Tutorial for Beginners,05-01-2019,13:50:41,Saturday,13.00,38828.00,246.00,0.00,8.00,24600.00%,
v2WFjYr6Pbw,Cross Correlation in MATLAB | Cross Correlation Function | MATLAB Tutorial for Beginners in Hindi,07-01-2019,08:25:17,Monday,8.00,22475.00,186.00,0.00,1.00,18600.00%,
dhIL9vxG708,Amplitude Modulation in Hindi | Amplitude Modulation Waveform | MATLAB Tutorial for Beginners,09-01-2019,10:38:26,Wednesday,10.00,20110.00,287.00,0.00,3.00,28700.00%,
aci9l_Y72nw,3D Array in C Programming | Implementation of 3D Array | C Programming Tutorial in Hindi,09-01-2019,14:25:10,Wednesday,14.00,8714.00,190.00,0.00,9.00,19000.00%,
_ew3JCNnfNs,FFT of Signal in MATLAB | Fast Fourier Transform in MATLAB | MATLAB Tutorial for Beginners,11-01-2019,13:50:41,Friday,13.00,90877.00,648.00,0.00,19.00,64800.00%,
htLu1gDZmVw,For Loop in MATLAB | Loop Statement in MATLAB | MATLAB Tutorial for Beginners,13-01-2019,08:25:17,Sunday,8.00,34215.00,239.00,0.00,11.00,23900.00%,
Jk86IcN5YIA,While Loop in MATLAB | Loop Statement in MATLAB | MATLAB Tutorial for Beginners,15-01-2019,10:38:26,Tuesday,10.00,23914.00,273.00,0.00,2.00,27300.00%,
2acH2qfn1Bs,"Predefine String Function | strcmp(), strcpy(), strcat() | C Programming Tutorials",16-01-2019,14:25:10,Wednesday,14.00,933.00,29.00,0.00,0.00,2900.00%,
sFy2CuslJBc,Create Function in MATLAB | Writing  Functions in MATLAB | MATLAB Tutorial for Beginners,17-01-2019,13:50:41,Thursday,13.00,41688.00,406.00,0.00,8.00,40600.00%,
fR2RXuR5d04,Pointers in C | Introduction to Pointers | C Programming Tutorial,17-01-2019,08:25:17,Thursday,8.00,1071.00,36.00,0.00,1.00,3600.00%,
tO6fnA0ZsWc,Multiple Functions in Single Program| Functions in MATLAB | MATLAB Tutorial for Beginners,19-01-2019,10:38:26,Saturday,10.00,27172.00,314.00,0.00,9.00,31400.00%,
bdJbUNgLJjw,Pointer to Pointer in C | Double Pointers | Pointers in C | C Programming Tutorial,23-01-2019,14:25:10,Wednesday,14.00,2266.00,54.00,0.00,0.00,5400.00%,
VJMd55FlVps,Pointer to Pointer in C | Double Pointers | Pointers in C PART-2 | C Programmng Tutorial,24-01-2019,13:50:41,Thursday,13.00,568.00,15.00,0.00,1.00,1500.00%,
57lJRqsR37U,1D Array with Pointer in C | Pointers and 1-D arrays | Pointers in C | C Programming Tutorial,25-01-2019,08:25:17,Friday,8.00,3334.00,54.00,0.00,0.00,5400.00%,
y1GrC7mvz5g,2D Array with Pointer in C | Pointers and arrays in c programming | Pointers in C,28-01-2019,10:38:26,Monday,10.00,5453.00,115.00,0.00,3.00,11500.00%,
zpJ-fwjssG0,Pandas Library in Python | Data Cleaning in Machine Learning | Machine Learning Tutorial in Hindi,29-01-2019,14:25:10,Tuesday,14.00,2438.00,26.00,0.00,2.00,2600.00%,
LBNbFb2XyNY,TOF Instruction | TOF(Time off Delay) Timer | PLC Programming,30-01-2019,13:50:41,Wednesday,13.00,5265.00,82.00,0.00,7.00,8200.00%,
Co3aTgnxQoM,GENERIC Pointer | void pointer | Pointers in C | C Programming Tutorial,07-02-2019,08:25:17,Thursday,8.00,5711.00,110.00,0.00,1.00,11000.00%,
PYBWo-v7ChU,Forward-Reverse Connection of Same Motor | PLC Programming,09-02-2019,10:38:26,Saturday,10.00,6248.00,101.00,0.00,4.00,10100.00%,
ttJYRnbvxRo,RSLogix 500 User Instruction | PLC User Instruction | PLC Programming,13-02-2019,14:25:10,Wednesday,14.00,4113.00,65.00,0.00,6.00,6500.00%,
IAAEZB4RNrc,Functions in C | Library Function in C | functions in c programming | C Programming Tutorial,18-02-2019,13:50:41,Monday,13.00,6173.00,117.00,0.00,8.00,11700.00%,
vaBQ4OmZO5U,How Search Engine Works? Introduction to Search Engine  | What is Indexing?,21-02-2019,08:25:17,Thursday,8.00,33288.00,638.00,0.00,22.00,63800.00%,
5RWHL3NfJMA,What is Google My Business & How to Verify My Business on Google? - Complete Tutorial,23-02-2019,10:38:26,Saturday,10.00,287407.00,4338.00,0.00,215.00,433800.00%,
eJC1LTUM5Cg,Google My Business - Part 2 | Complete Understanding of Google My Business Dashboard,26-02-2019,14:25:10,Tuesday,14.00,63412.00,1386.00,0.00,88.00,138600.00%,
QEjaQNdk6UQ,Introduction to Local SEO |  Google My Business  | Local SERPs,27-02-2019,13:50:41,Wednesday,13.00,18741.00,428.00,0.00,18.00,42800.00%,
ZhYPrAYRQ-8,Types of SEO  | Black Hat SEO | Grey Hat SEO | SEO Tutorial,28-02-2019,08:25:17,Thursday,8.00,21940.00,502.00,0.00,26.00,50200.00%,
wRfpoCJ0Y_o,Top 4 Click through Rate Tips You can’t Ignore  | SEO Tips by Expert,01-03-2019,10:38:26,Friday,10.00,1815.00,28.00,0.00,1.00,2800.00%,
I0A74GYsHUM,SEO Tips  | 4 Amazing Working Tips to gain Site Authority,02-03-2019,14:25:10,Saturday,14.00,3243.00,34.00,0.00,1.00,3400.00%,
dSu8lk-xmPw,Why Google+ is Shutting down in 2019? | How to Save your Data Explained,03-03-2019,13:50:41,Sunday,13.00,3466.00,53.00,0.00,2.00,5300.00%,
vqBs6VSgF7o,What is Internet of Things (IoT) ? | IoT Devices & Platform | Applications of IoT,04-03-2019,08:25:17,Monday,8.00,7901.00,139.00,0.00,4.00,13900.00%,
0jLfovBUnxc,What is DropShipping ? | DropShipping Model | DropShipping Platforms,05-03-2019,10:38:26,Tuesday,10.00,6122.00,129.00,0.00,4.00,12900.00%,
KUhvFnOGFyo,How to Check Do Follow & No Follow Backlinks in Hindi ? | SEO Tutorial,06-03-2019,14:25:10,Wednesday,14.00,27010.00,724.00,0.00,13.00,72400.00%,
9u8uov01smU,How to do Basic OnPage Audit using Free Tool ? | SEO Tutorial,07-03-2019,13:50:41,Thursday,13.00,19703.00,413.00,0.00,9.00,41300.00%,
Aq0nQoFn_vU,LinkedIn Profile Optimization | Top 8 Tips to Grow LinkedIn Profile,08-03-2019,08:25:17,Friday,8.00,10267.00,237.00,0.00,7.00,23700.00%,
hvlQ6UzNiWE,What is Alexa Traffic Rank ? | How to use Alexa for SEO ?,09-03-2019,10:38:26,Saturday,10.00,23532.00,284.00,0.00,22.00,28400.00%,
_JF5fCPDuEs,What is Growth Hacking for Beginners  | How to become a successful Growth hacker |,10-03-2019,14:25:10,Sunday,14.00,5655.00,131.00,0.00,8.00,13100.00%,
b8DJR1-3dT8,What is Vlog & Vlogging ? | Tips to start a Vlog,11-03-2019,13:50:41,Monday,13.00,4439.00,69.00,0.00,8.00,6900.00%,
i0tM8L-YvVI,What is SSL Certificate ? | SSL certificate Benefits in SEO,12-03-2019,08:25:17,Tuesday,8.00,7742.00,157.00,0.00,8.00,15700.00%,
FawKFcFk5N8,What is URL Shortener  | How to take Maximum Advantage of URL Shortener,12-03-2019,10:38:26,Tuesday,10.00,19118.00,269.00,0.00,4.00,26900.00%,
GyOQqYkwioc,Wordpress Tutorial  | How to Install Wordpress Step by Step Tutorial in Hindi,13-03-2019,14:25:10,Wednesday,14.00,5810.00,87.00,0.00,6.00,8700.00%,
